Course Name,Course Code,Section,Index
UNDERGRADUATE RESEARCH FOR SOPHOMORES,14:155:292,T2,16185
UNDERGRADUATE RESEARCH FOR SOPHOMORES,14:155:292,Z1,16186
TRANSPORT PHENOMENA IN CHEMICAL ENGINEERING II,14:155:304,01,16187
COMPUTATIONAL METHODS IN CHEMICAL ENGINEERING,14:155:307,01,16188
SEPARATION PROCESSES,14:155:324,01,16189
CHEMICAL ENGINEERING KINETICS,14:155:341,01,16190
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,A1,16191
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,A2,16192
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,B2,16193
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,C1,16194
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,C3,16195
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,D1,16196
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,D2,16197
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,G1,16198
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,G2,16199
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,H1,16200
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,M1,16201
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,M2,16202
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,P1,16203
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,R1,16204
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,R2,16205
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,S1,16206
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,S2,16207
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,S3,16208
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,T1,16209
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,T2,16210
UNDERGRADUATE RESEARCH FOR JUNIORS,14:155:392,Z1,16211
BIOCHEMICAL ENGINEERING,14:155:411,01,16212
PROCESS ENGINEERING LABORATORY II,14:155:416,01,16214
PROCESS ENGINEERING LABORATORY II,14:155:416,02,16215
CHEMICAL ENGINEERING DESIGN,14:155:428,01,16216
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,A1,16217
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,A2,16218
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,B2,16219
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,C1,16220
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,C3,16221
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,D1,16222
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,D2,16223
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,G1,16224
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,G2,16225
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,H1,16226
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,M1,16227
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,M2,16228
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,P2,16229
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,R1,16230
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,R2,16231
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,S1,16233
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,S2,16234
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,S3,16235
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,T1,16236
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,T2,16237
UNDERGRADUATE RESEARCH FOR SENIORS,14:155:492,Z1,16238
INTERNSHIP IN CHEMICAL & BIOCHEMICAL ENGINEERING,14:155:495,01,16239
CO-OP INTERNSHIP IN CHEMICAL AND BIOCHEMICAL ENGINEERIN..,14:155:496,01,16240
INTRODUCTORY CADD,14:180:216,01,16241
INTRODUCTORY CADD,14:180:216,02,16242
INTRODUCTORY CADD,14:180:216,03,16243
MECHANICS OF SOLIDS,14:180:243,01,16244
ELEMTS STRUCT DESIGN,14:180:320,01,16245
PROP MATERIALS LAB,14:180:345,02,16246
PROP MATERIALS LAB,14:180:345,03,16247
PROP MATERIALS LAB,14:180:345,04,16248
PROP MATERIALS LAB,14:180:345,06,16249
TRANSPORTATION ENG I,14:180:364,01,16250
SOIL MECHANICS,14:180:372,01,16251
SOIL MECHANICS LAB,14:180:374,01,16252
SOIL MECHANICS LAB,14:180:374,02,16253
SOIL MECHANICS LAB,14:180:374,03,16254
SOIL MECHANICS LAB,14:180:374,04,16255
HYDRAULIC & ENVIR ENGG,14:180:382,01,16256
CONSTRUCTION PROJ,14:180:407,01,16257
STRUCTURAL DESIGN,14:180:426,01,16258
DSGN ENV ENG FACILIT,14:180:431,01,16259
DSGN ENV ENG FACILIT,14:180:431,02,16260
TRANSPORTATN ENGG II,14:180:438,01,16261
ELEMENTS HYDROLOGY,14:180:448,01,16262
GEOTECHNICAL ENG DES,14:180:474,01,16263
PROF ISSUES CIVIL EN,14:180:482,01,16264
SPEC PROB CIV ENGG,14:180:492,01,16265
SPEC PROB ENVIR ENGG,14:180:494,01,16266
SPEC PROB ENVIR ENGG,14:180:494,02,16267
CO-OP INTERNSHIP IN CIVIL AND ENVIRONMENTAL ENGINEERING,14:180:496,01,16268
PRINCIPLES OF ELECTRICAL ENGINEERING I,14:332:221,01,16269
PRINCIPLES OF ELECTRICAL ENGINEERING II,14:332:222,01,16270
PRINCIPLES OF ELECTRICAL ENGINEERING II,14:332:222,02,22268
PRINCIPLES OF ELECTRICAL ENGINEERING I LAB,14:332:223,01,16271
PRINCIPLES OF ELECTRICAL ENGINEERING I LAB,14:332:223,02,16272
PRINCIPLES OF ELECTRICAL ENGINEERING I LAB,14:332:223,03,22085
PRINCIPLES OF ELECTRICAL ENGINEERING II LAB,14:332:224,01,16273
PRINCIPLES OF ELECTRICAL ENGINEERING II LAB,14:332:224,02,16274
PRINCIPLES OF ELECTRICAL ENGINEERING II LAB,14:332:224,03,16275
PRINCIPLES OF ELECTRICAL ENGINEERING II LAB,14:332:224,04,16276
PRINCIPLES OF ELECTRICAL ENGINEERING II LAB,14:332:224,05,16277
PRINCIPLES OF ELECTRICAL ENGINEERING II LAB,14:332:224,06,16278
PROBABILITY & RANDOM PROCESSES,14:332:226,01,16279
PROBABILITY & RANDOM PROCESSES,14:332:226,02,16280
PROBABILITY & RANDOM PROCESSES,14:332:226,03,16281
PROBABILITY & RANDOM PROCESSES,14:332:226,04,16282
PROBABILITY & RANDOM PROCESSES,14:332:226,05,16283
PROBABILITY & RANDOM PROCESSES,14:332:226,06,16284
PROBABILITY & RANDOM PROCESSES,14:332:226,07,16285
PROBABILITY & RANDOM PROCESSES,14:332:226,08,16286
DIGITAL LOGIC DESIGN,14:332:231,01,16287
DIGITAL LOGIC DESIGN LAB,14:332:233,01,16288
DIGITAL LOGIC DESIGN LAB,14:332:233,02,22353
PROGRAMMING METHODOLOGY I,14:332:252,01,16289
PROGRAMMING METHODOLOGY I,14:332:252,02,16290
PROGRAMMING METHODOLOGY I,14:332:252,03,16291
PROGRAMMING METHODOLOGY I,14:332:252,04,16292
PROGRAMMING METHODOLOGY I,14:332:252,05,16293
PROGRAMMING METHODOLOGY I,14:332:252,06,16294
WIRELESS REVOLUTION,14:332:301,01,16295
DISCRETE MATHEMATICS ECE,14:332:312,01,16296
PRINCIPLES OF COMMUNICATION SYSTEMS,14:332:322,01,16297
COMPUTER ARCHITECTURE & ASSEMBLY LANGUAGE,14:332:331,01,16298
COMPUTER ARCHITECTURE LAB,14:332:333,01,16299
COMPUTER ARCHITECTURE LAB,14:332:333,02,16300
LINEAR SYSTEMS & SIGNALS,14:332:345,01,16301
LINEAR SYSTEMS & SIGNALS,14:332:345,02,16302
DIGITAL SIGNAL PROCESSING,14:332:346,01,16303
DIGITAL SIGNAL PROCESSING,14:332:346,02,16304
DIGITAL SIGNAL PROCESSING,14:332:346,03,16305
DIGITAL SIGNAL PROCESSING LAB,14:332:348,01,16307
DIGITAL SIGNAL PROCESSING LAB,14:332:348,02,16308
DIGITAL SIGNAL PROCESSING LAB,14:332:348,03,16309
ELECTRONIC DEVICES,14:332:361,01,16310
ELECTRONIC DEVICES LAB,14:332:363,01,16311
ELECTRONIC DEVICES LAB,14:332:363,02,22090
DIGITAL ELECTRONICS,14:332:366,01,16312
DIGITAL ELECTRONICS LAB,14:332:368,01,16313
DIGITAL ELECTRONICS LAB,14:332:368,02,16314
DIGITAL ELECTRONICS LAB,14:332:368,03,16315
DIGITAL ELECTRONICS LAB,14:332:368,05,16317
VIRTUAL REALITY,14:332:376,01,16318
VIRTUAL REALITY LAB,14:332:378,01,16320
VIRTUAL REALITY LAB,14:332:378,02,16321
ELECTROMAGNETIC FIELDS,14:332:382,01,16322
PROFESSIONALISM/ETHICS,14:332:393,01,16323
ELECTRICAL ENERGY CONVERSION,14:332:411,01,16324
COMPUTER & COMMUNICATION NETWORKS,14:332:423,01,16325
INTRODUCTION TO COMPUTER SYSTEMS,14:332:434,01,16327
TOPICS IN ELECTRICAL & COMPUTER ENGINEERING,14:332:435,03,16329
TOPICS IN ELECTRICAL & COMPUTER ENGINEERING,14:332:435,04,16331
TOPICS IN ELECTRICAL & COMPUTER ENGINEERING,14:332:435,05,16333
TOPICS IN ELECTRICAL & COMPUTER ENGINEERING,14:332:445,04,16335
TOPICS IN ELECTRICAL & COMPUTER ENGINEERING,14:332:445,05,16337
TOPICS IN ELECTRICAL & COMPUTER ENGINEERING,14:332:446,04,16339
CAPSTONE DESIGN ECE,14:332:448,01,16341
INTRODUCTION TO CAPSTONE DESIGN IN ECE,14:332:449,01,16342
SOFTWARE ENGINEERING,14:332:452,01,16343
NETWORK CENTRIC PROGRAMMING,14:332:456,01,16344
RF INTEGRATED CIRCUIT DESIGN,14:332:464,01,16345
OPTO-ELECTRONICS DEVICES,14:332:466,01,16347
MICROELECTRONIC PROCESSING,14:332:467,01,16349
SPECIAL PROBLEMS/INDEPENDENT STUDY,14:332:492,01,16351
TOPICS IN ELECTRICAL & COMPUTER ENGINEERING,14:332:493,03,16352
TOPICS IN ELECTRICAL & COMPUTER ENGINEERING,14:332:493,05,16354
TOPICS IN ELECTRICAL & COMPUTER ENGINEERING,14:332:494,01,16356
INTERNSHIP IN ELECTRICAL AND COMPUTER   ENGINEERING,14:332:495,01,16358
CO-OP INTERNSHIP IN ELECTRICAL AND COMPUTER ENGINEERING,14:332:496,01,16359
INTRODUCTION TO DATA-DRIVEN DESIGN FOR ENGINEERING APPL..,14:440:101,01,16360
INTRODUCTION TO DATA-DRIVEN DESIGN FOR ENGINEERING APPL..,14:440:101,02,16361
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,01,16362
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,02,16363
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,03,16364
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,04,16365
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,05,16366
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,06,16367
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,07,16368
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,08,16369
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,09,16370
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,10,16371
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,11,16372
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,12,16373
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,13,16374
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,14,16375
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,15,16376
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,16,16377
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,17,16378
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,18,16379
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,19,16380
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,20,16381
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,21,16382
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,22,16383
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,23,16384
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,24,16385
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,25,16386
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,26,16387
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,27,16388
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,H1,16389
INTEGRATED DATA-DRIVEN DESIGN FOR       ENGINEERING APP..,14:440:102,H2,16390
METHOD OF INQUIRY FOR ENGINEERS,14:440:107,01,16391
METHOD OF INQUIRY FOR ENGINEERS,14:440:107,02,16392
METHOD OF INQUIRY FOR ENGINEERS,14:440:107,03,16393
INTRODUCTION TO COMPUTERS FOR ENGINEERS,14:440:127,90,16394
ENGINEERING MECHANICS: STATICS,14:440:221,01,16395
ENGINEERING MECHANICS: STATICS,14:440:221,02,16396
ENGINEERING MECHANICS: STATICS,14:440:221,03,16397
ENGINEERING MECHANICS: STATICS,14:440:221,04,16398
ENGINEERING MECHANICS: STATICS,14:440:221,05,16399
ENGINEERING MECHANICS: STATICS,14:440:221,06,16400
ENGINEERING MECHANICS: STATICS,14:440:221,07,16401
ENGINEERING MECHANICS: STATICS,14:440:221,08,16402
ENGINEERING MECHANICS: STATICS,14:440:221,09,16403
ENGINEERING MECHANICS: STATICS,14:440:221,10,16404
ENGINEERING MECHANICS: STATICS,14:440:221,11,16405
ENGINEERING MECHANICS: STATICS,14:440:221,12,16406
ENGINEERING MECHANICS: STATICS,14:440:221,90,16407
ENGINEERING MECHANICS: DYNAMICS,14:440:222,01,16409
HONORS ENGINEERING MECHANICS: STATICS,14:440:291,H1,16410
HONORS ENGINEERING DESIGN & DEVELOPMENT I,14:440:294,H1,16411
HONORS ENGINEERING DESIGN & DEVELOPMENT I,14:440:294,H2,16413
SKILLS TO SUCCEED,14:440:298,01,16415
SKILLS TO SUCCEED,14:440:298,02,16416
SKILLS TO SUCCEED,14:440:298,03,23196
INTRO PACKAGING ENG,14:440:301,02,21909
CAD FOR PACKAGING ENGINEERING,14:440:302,01,21943
UNDERGRADUATE RESEARCH IN ENGINEERING,14:440:392,01,16417
HONORS ENGINEERING DESIGN & DEVELOPMENT II,14:440:396,H1,16412
HONORS ENGINEERING DESIGN & DEVELOPMENT II,14:440:396,H2,16414
SAFETY ENGINEERING IN PACKAGING,14:440:403,01,16418
PACKAGING PRINTING AND DECORATION,14:440:406,01,16419
PACKAGING DEVELOPMENT PROCESS,14:440:418,01,16420
PACKAGING SENIOR DESIGN II,14:440:420,01,16421
PACKAGING SENIOR DESIGN II,14:440:420,02,16422
PACKAGING MACHINERY,14:440:468,01,16423
DISTRIBUTION PKG,14:440:471,01,16424
PACKAGING LAB II,14:440:473,02,23438
PACKAGING LAB II,14:440:473,01,16425
PACKAGING MANUFACTURING II,14:440:477,01,16426
ENGINEERING CO-OP INTERNSHIP,14:440:496,01,16427
PACKAGING ENGINEERING CO-OP/INTERNSHIP,14:440:498,01,16428
ENG PROBABILITY,14:540:210,01,16429
UNDERGRADUATE RESEARCH FOR SOPHOMORES,14:540:294,A1,23482
UNDERGRADUATE RESEARCH FOR SOPHOMORES,14:540:294,C1,23483
UNDERGRADUATE RESEARCH FOR SOPHOMORES,14:540:294,E1,23484
UNDERGRADUATE RESEARCH FOR SOPHOMORES,14:540:294,G1,23485
UNDERGRADUATE RESEARCH FOR SOPHOMORES,14:540:294,G2,23486
UNDERGRADUATE RESEARCH FOR SOPHOMORES,14:540:294,J1,23487
UNDERGRADUATE RESEARCH FOR SOPHOMORES,14:540:294,J2,23488
UNDERGRADUATE RESEARCH FOR SOPHOMORES,14:540:294,M1,23489
UNDERGRADUATE RESEARCH FOR SOPHOMORES,14:540:294,O1,23490
UNDERGRADUATE RESEARCH FOR SOPHOMORES,14:540:294,P1,23491
UNDERGRADUATE RESEARCH FOR SOPHOMORES,14:540:294,R1,23492
UNDERGRADUATE RESEARCH FOR SOPHOMORES,14:540:294,W1,23493
UNDERGRADUATE RESEARCH FOR SOPHOMORES,14:540:294,X1,23494
UNDERGRADUATE RESEARCH FOR SOPHOMORES,14:540:294,Y1,23495
MANUFACTURING PROCSS,14:540:303,01,16430
MANUF PROC LAB,14:540:304,01,16431
MANUF PROC LAB,14:540:304,02,16432
MANUF PROC LAB,14:540:304,03,16433
DETER MODELS OP RES,14:540:311,01,16435
ENGINEERNG ECONOMICS,14:540:343,01,16436
ENGINEERNG ECONOMICS,14:540:343,02,16437
ENGINEERNG ECONOMICS,14:540:343,03,16438
SIMULATION MODLS I E,14:540:384,01,16439
SIMULATION MODLS I E,14:540:384,02,16440
UNDERGRADUATE RESEARCH FOR JUNIORS,14:540:394,A1,23503
UNDERGRADUATE RESEARCH FOR JUNIORS,14:540:394,C1,23504
UNDERGRADUATE RESEARCH FOR JUNIORS,14:540:394,E1,23505
UNDERGRADUATE RESEARCH FOR JUNIORS,14:540:394,G1,23506
UNDERGRADUATE RESEARCH FOR JUNIORS,14:540:394,G2,23507
UNDERGRADUATE RESEARCH FOR JUNIORS,14:540:394,J1,23508
UNDERGRADUATE RESEARCH FOR JUNIORS,14:540:394,J2,23509
UNDERGRADUATE RESEARCH FOR JUNIORS,14:540:394,M1,23510
UNDERGRADUATE RESEARCH FOR JUNIORS,14:540:394,O1,23511
UNDERGRADUATE RESEARCH FOR JUNIORS,14:540:394,P1,23512
UNDERGRADUATE RESEARCH FOR JUNIORS,14:540:394,R1,23513
UNDERGRADUATE RESEARCH FOR JUNIORS,14:540:394,W1,23514
UNDERGRADUATE RESEARCH FOR JUNIORS,14:540:394,X1,23515
UNDERGRADUATE RESEARCH FOR JUNIORS,14:540:394,Y1,23516
DESIGN ENGR SYSTEM I,14:540:399,01,16441
ENGINEERING LAW,14:540:461,90,16442
FAC LAYOUT & MH,14:540:462,01,16443
INDUSTRIAL INFORMATICS,14:540:485,01,16444
SPECIAL PROBLEMS,14:540:492,02,16446
UNDERGRADUATE RESEARCH FOR SENIORS,14:540:494,A1,23517
UNDERGRADUATE RESEARCH FOR SENIORS,14:540:494,C1,23518
UNDERGRADUATE RESEARCH FOR SENIORS,14:540:494,E1,23519
UNDERGRADUATE RESEARCH FOR SENIORS,14:540:494,G1,23520
UNDERGRADUATE RESEARCH FOR SENIORS,14:540:494,G2,23521
UNDERGRADUATE RESEARCH FOR SENIORS,14:540:494,J1,23522
UNDERGRADUATE RESEARCH FOR SENIORS,14:540:494,J2,23523
UNDERGRADUATE RESEARCH FOR SENIORS,14:540:494,M1,23524
UNDERGRADUATE RESEARCH FOR SENIORS,14:540:494,O1,23525
UNDERGRADUATE RESEARCH FOR SENIORS,14:540:494,P1,23526
UNDERGRADUATE RESEARCH FOR SENIORS,14:540:494,R1,23527
UNDERGRADUATE RESEARCH FOR SENIORS,14:540:494,W1,23528
UNDERGRADUATE RESEARCH FOR SENIORS,14:540:494,X1,23529
UNDERGRADUATE RESEARCH FOR SENIORS,14:540:494,Y1,23530
INTERNSHIP/CO-OP ISE,14:540:496,01,16447
INTERNSHIP AND CO-OP IN INDUSTRIAL AND SYSTEMS ENGINEER..,14:540:497,01,16448
MATERIALS PROCESSING,14:635:204,01,16449
THERMO OF MATERIALS,14:635:206,01,16450
PHYSICS OF MATERIALS,14:635:212,01,16451
LAB I,14:635:252,01,16452
LAB I,14:635:252,03,16453
LAB I,14:635:252,06,16454
STRENGTH OF MAT,14:635:314,01,16455
INT TO NANOMATERIALS,14:635:320,01,16456
LAB III,14:635:354,01,16457
LAB III,14:635:354,03,16458
LAB III,14:635:354,04,16459
MSE OF POLYMERS,14:635:361,01,16460
SENIOR MSE LAB,14:635:401,01,16461
MSE SEMINAR,14:635:404,01,16464
MECHANICAL PROPERTIES OF MATERIALS,14:635:407,01,16465
MECHANICAL PROPERTIES OF MATERIALS,14:635:407,02,16466
MSE ENG'G DESIGN I,14:635:411,01,16467
PHYS & CHEM PROP GLASS,14:635:416,01,16468
SPECIAL PROBLEMS,14:635:491,01,16471
SPECIAL PROBLEMS,14:635:492,01,16472
CO-OP CERAM & MAT ENGG,14:635:496,01,16473
PROFESSIONAL AND LEADERSHIP DEVELOPMENT IN MAE,14:650:289,01,16474
MECHANICS OF MATERIALS,14:650:291,01,16475
MECHANICS OF MATERIALS,14:650:291,02,16476
UG RESEARCH FOR SOPH,14:650:299,01,16477
FLUID MECHANICS,14:650:312,01,16478
FLUID MECHANICS,14:650:312,02,16479
DESIGN OF MECHANICAL COMPONENTS,14:650:342,01,16480
DESIGN OF MECHANICAL COMPONENTS,14:650:342,02,16481
MECH ENG MES W/LAB,14:650:350,01,16482
MECH ENG MES W/LAB,14:650:350,02,16483
MECH ENG MES W/LAB,14:650:350,03,16484
MECH ENG MES W/LAB,14:650:350,04,16485
MECH ENG MES W/LAB,14:650:350,05,16486
MECH ENG MES W/LAB,14:650:350,06,16487
MECH ENG MES W/LAB,14:650:350,07,16488
MECH ENG MES W/LAB,14:650:350,08,16489
MECH ENG MES W/LAB,14:650:350,09,16490
MECH ENG MES W/LAB,14:650:350,10,16491
THERMODYNAMICS,14:650:351,01,16492
THERMODYNAMICS,14:650:351,02,16493
INTRO MECHATRONICS,14:650:361,01,16495
INTRO MECHATRONICS,14:650:361,02,16496
INTRO MECHATRONICS,14:650:361,03,16497
INTRO MECHATRONICS,14:650:361,04,16498
INTRO MECHATRONICS,14:650:361,05,16499
INTRO MECHATRONICS,14:650:361,06,16500
INTRO MECHATRONICS,14:650:361,07,16501
CAD IN MECHANICAL ENGINEERING,14:650:388,01,16502
CAD IN MECHANICAL ENGINEERING,14:650:388,02,16503
CAD IN MECHANICAL ENGINEERING,14:650:388,90,23107
UG RESEARCH FOR JRS,14:650:399,01,16504
DYNAMIC SYSTEMS AND CONTROL,14:650:401,01,16505
DYNAMIC SYSTEMS AND CONTROL,14:650:401,02,16506
MECH ENGG LAB II,14:650:432,01,16507
MECH ENGG LAB II,14:650:432,02,16515
MECH ENGG LAB II,14:650:432,03,16521
MECH ENGG LAB II,14:650:432,04,16528
MECH ENGG LAB II,14:650:432,05,16535
MECH ENGG LAB II,14:650:432,06,16543
MECH ENGG LAB II,14:650:432,07,16508
MECH ENGG LAB II,14:650:432,09,16522
MECH ENGG LAB II,14:650:432,10,16529
MECH ENGG LAB II,14:650:432,11,16536
MECH ENGG LAB II,14:650:432,12,22403
MECH ENGG LAB II,14:650:432,13,22404
MECH ENGG LAB II,14:650:432,14,22427
MECH ENGG LAB II,14:650:432,15,22428
MECH ENGG LAB II,14:650:432,16,22429
MECH ENGG LAB II,14:650:432,17,22431
MECH ENGG LAB II,14:650:432,18,22435
AEROSPACE ENGR LAB,14:650:433,01,16509
AEROSPACE ENGR LAB,14:650:433,02,16516
AEROSPACE ENGR LAB,14:650:433,03,16523
AEROSPACE ENGR LAB,14:650:433,04,16530
AEROSPACE ENGR LAB,14:650:433,05,16537
AEROSPACE ENGR LAB,14:650:433,06,16544
AEROSPACE ENGR LAB,14:650:433,07,16510
AEROSPACE ENGR LAB,14:650:433,08,16517
AEROSPACE ENGR LAB,14:650:433,09,16524
AEROSPACE ENGR LAB,14:650:433,10,16531
AEROSPACE ENGR LAB,14:650:433,11,16538
AEROSPACE ENGR LAB,14:650:433,12,16545
AEROSPACE ENGR LAB,14:650:433,13,16511
AEROSPACE ENGR LAB,14:650:433,14,16518
AEROSPACE ENGR LAB,14:650:433,15,16525
AEROSPACE ENGR LAB,14:650:433,16,16532
AEROSPACE ENGR LAB,14:650:433,17,16539
AEROSPACE ENGR LAB,14:650:433,18,16546
AEROSPACE ENGR LAB,14:650:433,19,16512
AEROSPACE ENGR LAB,14:650:433,20,16547
ENERGY SYSTEMS LAB,14:650:435,01,16513
ENERGY SYSTEMS LAB,14:650:435,02,16519
ENERGY SYSTEMS LAB,14:650:435,03,16526
ENERGY SYSTEMS LAB,14:650:435,04,16533
ENERGY SYSTEMS LAB,14:650:435,05,16540
ENERGY SYSTEMS LAB,14:650:435,06,16548
ENERGY SYSTEMS LAB,14:650:435,07,16514
ENERGY SYSTEMS LAB,14:650:435,08,16520
ENERGY SYSTEMS LAB,14:650:435,09,16527
ENERGY SYSTEMS LAB,14:650:435,10,16534
ENERGY SYSTEMS LAB,14:650:435,11,16542
ENERGY SYSTEMS LAB,14:650:435,12,16549
MULTIPHYSICS SIMULATIONS,14:650:439,01,16550
MULTIPHYSICS SIMULATIONS,14:650:439,02,16551
AEROSPACE MATERIALS,14:650:449,01,16552
AEROSPACE MATERIALS,14:650:449,02,16553
AEROSPACE MATERIALS,14:650:449,90,23243
AEROSPACE STRUCTURES,14:650:458,01,16554
AEROSPACE STRUCTURES,14:650:458,02,16555
AEROSPACE PROPULSION,14:650:459,01,16556
AEROSPACE PROPULSION,14:650:459,02,16557
AERODYNAMICS,14:650:460,01,16558
AERODYNAMICS,14:650:460,02,16559
INT COMB ENGINES,14:650:461,01,16560
INT COMB ENGINES,14:650:461,02,16561
COMPRS FLUID DYNAMCS,14:650:463,01,16562
COMPRS FLUID DYNAMCS,14:650:463,02,16563
DESIGN & MFG 2,14:650:468,01,16564
AIRCRAFT FLIGHT DYN,14:650:471,01,16596
AIRCRAFT FLIGHT DYN,14:650:471,02,16597
ALTERNATE ENERGY 2,14:650:477,01,23883
ME ASPECTS ELEC PKGG,14:650:478,01,16598
HEAT TRANSFER,14:650:481,01,16599
HEAT TRANSFER,14:650:481,02,16600
COMPUTING ENVIRONMEN,14:650:485,01,16601
AEROSPACE ENGINEERING DESIGN 2,14:650:488,01,16602
INTERNSHIP IN MECHANICAL AND AEROSPACE ENGINEERING,14:650:495,01,16616
CO-OP INTERNSHIP IN MECHANICAL AND AEROSPACE ENGINEERIN..,14:650:496,01,16617
UG RESEARCH FOR SRS,14:650:499,01,16618
BIOCHEMICAL FOUNDATIONS OF              PHARMACEUTICAL ..,30:158:310,01,20565
"DIET/NUTRITION, AND DISEASE PREVENTION IN PHARMACY PRAC..",30:158:402,01,20566
PHARMACOGENOMICS AND PRECISION MEDICINE,30:158:409,01,19727
RESEARCH IN CHEMICAL BIOLOGY,30:158:496,C1,20567
RESEARCH IN CHEMICAL BIOLOGY,30:158:496,C2,20568
RESEARCH IN CHEMICAL BIOLOGY,30:158:496,G1,20569
RESEARCH IN CHEMICAL BIOLOGY,30:158:496,G2,20570
RESEARCH IN CHEMICAL BIOLOGY,30:158:496,L1,20571
RESEARCH IN CHEMICAL BIOLOGY,30:158:496,M1,20572
RESEARCH IN CHEMICAL BIOLOGY,30:158:496,M2,20573
